movie_id,source_row,title,year,runtime,genres,structured_match,semantic_label,ground_truth,annotation_source,evidence_excerpt,annotation_rationale
tt0112740,331,Crimson Tide,1995,116,"Action,Drama,Thriller",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"We laughed our heads off. This script is so incredible you either zap to CNN or go to sleep.  My dad was a sea captain for 30 years, he could not believe his eyes when he saw the movie.  During his experience as an officer he once claimed c",Excluded by semantic condition.
tt0115309,1424,Pandora's Clock,1996,176,"Action,Drama,Thriller",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"OK, so it was written in 1996, before 9/11, so you can give it a little credit for worrying about terrorists and the idea that the CIA director makes a plot to blow this doomed plane out of the sky before it brings doom to the world, is pre",Excluded by semantic condition.
tt0116024,3326,Daraar,1996,105,"Action,Drama,Romance",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"Daraar got off to a pretty good start. The first scene really left me at the edge of my seat wondering what would happen next. Other than that, the first half of the movie is a total BORE. All the first half of the movie is about is Rishi K",Included: structured and semantic conditions match.
tt0116136,905,DragonHeart,1996,103,"Action,Adventure,Fantasy",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"An interesting idea for a film, both showing the last dragon on earth and showing the struggle he and someone evil have together. When he was younger, Einon got stabbed in the heart, so Bowen (Dennis Quaid) took him to the dark lord who gav",Excluded by semantic condition.
tt0117603,1418,Set It Off,1996,123,"Action,Crime,Drama",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,Without a doubt one of the worst movies I've seen in recent years. The story focuses on four women driven to robbing banks who we are somehow supposed to sympathize with. It's tough to sympathize with characters who keep making such stupid ,Excluded by semantic condition.
tt0132347,517,Mystery Men,1999,121,"Action,Comedy,Fantasy",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,This movie is pure guano. Mom always said if you can't say anything nice... but even Mom would say I had to do my part to warn others of this movie.  I can guarantee this is the film that Geoffrey Rush wishes would just go away. I would hop,Excluded by semantic condition.
tt0161032,1628,Starship Troopers,1988,150,"Action,Animation,Drama",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,You'd better choose Paul Verhoeven's even if you have watched it.,Excluded by semantic condition.
tt0172109,1084,Alex l'ariete,2000,122,"Action,Crime",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"This movie was exactly what I expected it to be when i first read the casting. I probably could have written a more exciting plot, it's a pity that they left it to a pack of Howler Monkeys. Alberto Tomba was surely a good skier but he has t",Included: structured and semantic conditions match.
tt0187078,2408,Gone in 60 Seconds,2000,118,"Action,Crime,Thriller",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,I watched this because I thought there were going to be a lot of car chases and cool cars to gawk at. Guess I was lied to. This movie is very boring.  The movie starts out Kip Raines(Giovanni Ribisi) sitting outside a Porsche dealership che,Included: structured and semantic conditions match.
tt0203408,2896,The Omega Code,1999,100,"Action,Adventure,Fantasy",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"I truly wish I was not writing this review. I'm a Christian, so I waited anxiously to see this movie. It seemed great -- a Christian movie with some fairly famous stars and a plot that seemed intriguing (not that I buy the Bible Code itself",Included: structured and semantic conditions match.
tt0218817,487,Antitrust,2001,108,"Action,Crime,Drama",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,I sort of accidentally ended up watching this movie. I'm still not sure if I regret it or not. I felt like I was watching the film made by that group of film school students that didn't quite make the cut. It plays up every Hollywood cliché,Excluded by semantic condition.
tt0230055,1155,Bulandi,2000,175,"Action,Drama",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,The film released at the start of 2000 alongwith MELA both disasters So sad to start a millennium with such nonsense  The film seems to suit 70's but looks like an unintentional comedy for 2000  Anywayz some classic gems from the film: Pare,Excluded by semantic condition.
tt0255212,1805,Hamara Dil Aapke Paas Hai,2000,165,"Action,Drama,Romance",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"The film is severely awful and is demeaning to rape victims. On the surface, it may be a daring film about rape but if you dig beneath the surface, what lies is a not-so-positive message about rape. Aishwarya the rape victim is shown to be ",Excluded by semantic condition.
tt0295529,328,Power Play,2003,100,"Action,Thriller",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,Can only be described as awful. It is bad to start with and then gets even more bad. When you start you really have to watch it through because it is impossible to believe that it can get worse - but fear not because it does. Another poorly,Excluded by semantic condition.
tt0318010,1434,Rachel's Attic,2002,112,"Action,Drama,Horror",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"I rented this movie on DVD. I knew that the movie wouldn't live up to what it promised me on the back of the case, but once I saw that Leatherface (Gunnar Hansen) was in it, I had to rent it. It starts off pretty good, with the premise bein",Excluded by semantic condition.
tt0331834,5360,Alive,2002,110,"Action,Drama,Horror",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"I'll keep this short, as I know I don't need to say much.  ""Alive"" is a strange little film that obviously appeals to some, but I found it to be shockingly bland from almost the very beginning. The film did very little to make any of the ch",Included: structured and semantic conditions match.
tt0351078,1598,The Threat,2004,103,"Action,Thriller",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"The words ""Swedish"" and ""Action movie"" do not mix. That becomes more and more obvious with every attempt made in the genre. This is yet another failed attempt.  Lasse Brunell (Shanti Roney) works at a military air base with top secret compu",Excluded by semantic condition.
tt0368891,749,National Treasure,2004,131,"Action,Adventure,Mystery",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"This movie is like the thousand ""cat and mouse"" movies that preceded it. (The following may look like a spoiler, but it really just describes a large class of movies) There is the passionate, wise main character, his goofy but well-meaning ",Excluded by semantic condition.
tt0372873,797,Dragon Wars: D-War,2007,107,"Action,Drama,Fantasy",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,I knew it wasn't gunna work out between me and D-wars from the moment we met. First its title was lazy. D war. Like writing out Dragon was too much for them. Also... you really can't be that blatant with your title unless your Blue Monkey. ,Excluded by semantic condition.
tt0387989,415,Let's Bring Our Heroes Home,2004,163,"Action,Drama,Thriller",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Where to begin?   #1 Amitabh's son, played by Akshaye Khanna, is 30.  Amitabh's been in prison for 33+ years... he  A) Telepathically transmitted the sperm home?  B) Asked a nice Pakistani guard to mail it for him?  C) They allow conjugal v",Excluded by semantic condition.
tt0421054,2166,Domino,2005,127,"Action,Biography,Crime",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"Tony Scott destroys anything that may have been interesting in Richard Kelly's clichéd, patchy, overwrought screenplay. Domino Harvey (Kiera Knightley) was a model who dropped out and became a bounty hunter. This is her story... ""sort of"". ",Included: structured and semantic conditions match.
tt0431641,4923,Azumi 2: Death or Love,2005,108,"Action,Adventure,Drama",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"I loved watching the original Azumi with its mix of live action manga, compelling storyline, cool soundtrack, directing (Kitamura rocks!), editing, and not to mention the beautiful Aya Ueto who filled the part perfectly. So I was really loo",Included: structured and semantic conditions match.
tt0437182,830,Family: Ties of Blood,2006,150,"Action,Crime,Drama",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"After watching KHAKEE i felt i'll get to watch another good film but sadly The film is a joke and actually trying hard to introduce Aryeman Afterall his father Keshu is the producer  RKS spoke so highly about the film during promotions, say",Excluded by semantic condition.
tt0446313,1755,Dragon Squad,2005,110,"Action,Adventure,Crime",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"""Handsome Guys With Bad Haircuts !!"" ""Beautiful Girls Without Any Clues !!"" ""Stupid Gangsters Who Cannot Shoot Straight !!"" From Dragon Dynasty comes the Hong Kong gangster drama, ""Dragon Heat."" For reasons which will probably forever be co",Excluded by semantic condition.
tt0455829,729,Vettaiyaadu Vilaiyaadu,2006,174,"Action,Crime,Drama",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Filmatography: Excellent, nice camera angles (I don't remember seeing a movie of late, with good close-ups, until this one). Could have avoided gruesome scenes with a soft camera. NY is pictured good.I liked the upside down angles, in parti",Excluded by semantic condition.
tt0459744,3036,Blood Gets in Your Eyes,2005,119,"Action,Drama,Fantasy",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,"Underneath the dense green glop of computer graphics there gleamed the astounding art and skill of Ichikawa Somegoro. Alas: it got lost in all the goo. The scenes of Old Edo -- with the courtesan, drifting on the Sumida, rehearsing and acti",Included: structured and semantic conditions match.
tt0477337,1937,The Sword Bearer,2006,108,"Action,Fantasy,Romance",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"(SPOILERS AHEAD) Russian fantasy ""actioner"" (and I use the term loosely) that I've been trying to watch for over a year. I've finally gotten to the end and now I wish I didn't put in the repeated effort.  In an effort to save two hours of y",Excluded by semantic condition.
tt0819765,408,Dog Bite Dog,2006,109,"Action,Crime,Drama",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,"As it is often the case, the impressive and explosive trailers of Asian films add up to nothing more than lackluster stories. Similar to Unleashed (which was great,) Dog Bite Dog tells a story where men are raised as ferocious savage dogs t",Excluded by semantic condition.
tt0839995,1063,Superman II: The Richard Donner Cut,2006,115,"Action,Adventure,Romance",True,False,0,deterministic case-insensitive lexical policy over IMDb review text,So...we get so see added footage of Brando...interesting but not exactly Oscar worthy stuff. Susannah York was hardly a slouch. New scene where Lois finds out Clark is Superman is slightly unbelievable in that he doesn't notice that there a,Excluded by semantic condition.
tt0995752,3014,Tashan,2008,120,"Action,Comedy,Drama",True,True,1,deterministic case-insensitive lexical policy over IMDb review text,I just saw the movie in theater. The movie has very few good points to talk about. Kareena's beauty and a couple of songs may be. Thats it. The movie is a complete disappointment in all areas. Anyone associated with the movie will be disapp,Included: structured and semantic conditions match.
tt0001032,343,The Sealed Room,1909,11,"Drama,Short,Thriller",False,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Early film directed by D.W. Griffith; it features a gloriously happy King (Arthur V. Johnson) and his Queen (Marion Leonard) - but, wait! When the King leaves the scene, his Queen makes music with the palace's Minstrel (Henry B. Walthall). ",Excluded by structured conditions.
tt0024320,320,Meet the Baron,1933,68,"Comedy,Romance",False,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Oh, brother. The only reason this very irritating film avoids getting the total ""bomb"" from me is because it's at least historically noteworthy as the first Three Stooges film (when they weren't yet on their own and were still saddled with ",Excluded by structured conditions.
tt0035777,2763,The Dancing Masters,1943,63,"Comedy,Romance",False,True,0,deterministic case-insensitive lexical policy over IMDb review text,"I can understand after watching this again for the first time in many years how it is considered one of the worst Laurel & Hardy's. For me, it isn't as close to as bad as ""Air Raid Wardens"" and ""The Bullfighters"", but there are some definit",Excluded by structured conditions.
tt0042893,1737,Riding High,1950,112,Comedy,False,True,0,deterministic case-insensitive lexical policy over IMDb review text,"Frank Capra's creativity must have been just about spent by the time he made this film. While it has a few charming moments, and many wonderful performers, Capra's outright recycling of not just the script but considerable footage from his ",Excluded by structured conditions.
tt0049616,342,Pharaoh's Curse,1957,66,Horror,False,False,0,deterministic case-insensitive lexical policy over IMDb review text,The soul of an ancient mummy is transferred to one of his followers so that he might punish everyone involved in the desecration of his tomb. The soul transference makes the young man age at a tremendous pace until he himself resembles a mu,Excluded by structured conditions.
tt0051398,335,The Barbarian and the Geisha,1958,105,"Adventure,Drama,History",False,False,0,deterministic case-insensitive lexical policy over IMDb review text,"If I had realized John Wayne was in this movie, I would not have watched it. It's demeaning to the Japanese, unfortunate for Hollywood and embarrassing to any thinking person. But then, most John Wayne movies are like that. Hollywood in the",Excluded by structured conditions.
tt0062452,2258,Live for Life,1967,130,"Drama,Romance",False,True,0,deterministic case-insensitive lexical policy over IMDb review text,Robert Colomb has two full-time jobs. He's known throughout the world as a globetrotting TV reporter. Less well-known but equally effortful are his exploits as a full-time philanderer.  I saw `Vivre pour Vivre' dubbed in English with the ti,Excluded by structured conditions.
tt0066845,376,Legacy of Blood,1971,82,"Horror,Mystery,Thriller",False,False,0,deterministic case-insensitive lexical policy over IMDb review text,"This is one of the most boring horror films I have ever seen, as it's absolutely god awful, John Carradine has very limited screen time. All the characters are boring, and the story is terrible, plus I could see the two twists at the end co",Excluded by structured conditions.
tt0067870,367,A Town Called Hell,1971,95,"Action,Drama,Western",False,False,0,deterministic case-insensitive lexical policy over IMDb review text,"There are some really terrific ideas in this violent movie that, if executed clearly, could have elevated it from Spaghetti-western blandness into something special. Unfortunately, A TOWN CALLED HELL is one of the worst edited movies imagin",Excluded by structured conditions.
tt0069024,348,Nothing But the Night,1973,90,"Crime,Horror,Mystery",False,False,0,deterministic case-insensitive lexical policy over IMDb review text,"I won't add to the plot reviews, it's not very good.  Very improbable orphanage on Bala.  Cushing and Lee at their height.  Some nice scenery.  Good for face spotting, and I quote, ""look at the mouth, that is Cassie from Fools and Horses"". ",Excluded by structured conditions.
tt0071247,2836,Brief Encounter,1974,74,Drama,False,True,0,deterministic case-insensitive lexical policy over IMDb review text,"BRIEF ENCOUNTER is a ghastly and pointless remake of the 1945 David Lean classic, which was based on Noel Coward's play ""Still Life"". A doctor removes a particle of grit from a woman's eye at a railway station, he is in a miserable relation",Excluded by structured conditions.
tt0072130,2148,The Second Coming of Suzanne,1974,90,Drama,False,True,0,deterministic case-insensitive lexical policy over IMDb review text,"""The Second Coming Of Suzanne"" is yet another one of those surrealistic films that tries to come across as extremely sophisticated, yet all it does is put the viewer to sleep. Like other movies of this type, there is limited dialogue. Every",Excluded by structured conditions.
tt0072419,346,Wonder Woman,1974,73,"Action,Adventure,Crime",False,False,0,deterministic case-insensitive lexical policy over IMDb review text,"I remember watching this on prime time when I was about 7 years old. I was a huge comic book reader at the time, and anything relating to superheroes was anticipated heavily. The end result, however, was underwhelming.  I was aware of the """,Excluded by structured conditions.
tt0075950,877,The Domino Principle,1977,100,"Drama,Thriller",False,True,0,deterministic case-insensitive lexical policy over IMDb review text,"Gene Hackman gets himself busted out of prison by a nameless government agency who want him for an assassination. It's a given of course that Hackman has the proficient skills for the job.  Nobody tells him anything though, he's given as th",Excluded by structured conditions.
tt0077713,2726,I Spit on Your Grave,1978,101,"Horror,Thriller",False,True,0,deterministic case-insensitive lexical policy over IMDb review text,"I've seen the Gator Bait films, and this is almost exactly the same thing as those. A woman is sexually assaulted by a group of degenerate men and systematically exacts her vicious revenge on each of them. The thing that sets this movie apa",Excluded by structured conditions.
tt0078176,317,Romeo & Juliet,1978,168,Drama,False,False,0,deterministic case-insensitive lexical policy over IMDb review text,"For my first taste of Shakespeare on stage, I cannot believe what these people did to a perfectly good play.   -Let's start off with the good bit, shall we?-  Alan Rickman is alright, although some of his dialog could have been delivered wi",Excluded by structured conditions.
tt0082799,362,Movie Madness,1982,89,Comedy,False,False,0,deterministic case-insensitive lexical policy over IMDb review text,National Lampoon was once a funny magazine. Whether you liked the stoner hippie days of the late sixties or the smug and sassy coke-head days of the seventies (when the comedy was fortified with plenty of naked babes) depends very much on y,Excluded by structured conditions.
tt0083113,345,Sphinx,1981,118,"Adventure,Mystery,Thriller",False,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Some nice scenery, but the story itself--in which a self-proclaimed Egyptologist (Lesley-Anne Down) visits Egypt and, in the course of doing Egyptologist things in the most un-Egyptologistic of ways (e.g., flash photography in the tombs, th",Excluded by structured conditions.
tt0083261,2656,The Unseen,1980,89,"Horror,Thriller",False,True,0,deterministic case-insensitive lexical policy over IMDb review text,"This scared the hell out of me when i was a teenager. Now I find it more amusing than scary, but with some pretty unsettling moments and with a kind of sleazy quality to it that I like. And, come to think of it, the plot is rather disgustin",Excluded by structured conditions.
tt0084314,1817,Mazes and Monsters,1982,101,"Adventure,Drama,Fantasy",False,True,0,deterministic case-insensitive lexical policy over IMDb review text,"First off, I knew nothing about 'Mazes and Monster' before I watched it. I had no knowledge of the Role-playing controversy behind it or the fact that it was a Made-For-TV movie. When I looked at the cover (the updated DVD one) I seriously ",Excluded by structured conditions.
tt0097529,332,Houseboat Horror,1989,85,Horror,False,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Why was this film made? Even keeping in mind the generous tax concessions that Australian film investors were given, there can be no reasonable explanation for this film being given the go-ahead. For goodness sakes, the actors cast in this ",Excluded by structured conditions.
tt0098061,324,Paperhouse,1988,92,"Drama,Fantasy",False,False,0,deterministic case-insensitive lexical policy over IMDb review text,"In 1988, Paperhouse was hailed as a ""thinking man's horror film."" Wow, you might say, sign me up. This thing is a mess. It features a one time young actress who has a range of like 1 to 2. G. Headley with a bad British (dubbed) accent, and ",Excluded by structured conditions.
tt0098936,544,Twin Peaks,1990,50,"Crime,Drama,Mystery",False,True,0,deterministic case-insensitive lexical policy over IMDb review text,"We are not in the fairy tale of the naked emperor. We may confess the truth of what we see, without being stupid, confess, that this show is in many aspects just incomprehensible and that it is clear, that much of it was created out of pure",Excluded by structured conditions.
tt0098994,1033,"After Dark, My Sweet",1990,114,"Crime,Drama,Mystery",False,True,0,deterministic case-insensitive lexical policy over IMDb review text,"This had high intellectual pretensions.The main lead intends to give a ""deep"" ""meaningful"" rendering(with voice over for his frames of mind naturally) and he was certainly influenced by the fifties/sixties ""method "" -which,when the script a",Excluded by structured conditions.
tt0099656,350,Ghosts Can't Do It,1989,95,"Comedy,Crime,Fantasy",False,False,0,deterministic case-insensitive lexical policy over IMDb review text,"With a Bo Derek movie, the audience get just what they expect. A paper thin plot and a few shots of Mrs. Derek in no clothes. 'Ghosts can't do it' is just that. The first fifteen minutes is ordinary TV drama, as long as Scott [Anthony Quinn",Excluded by structured conditions.
tt0104515,1991,Intensive Care,1991,91,"Horror,Thriller",False,True,0,deterministic case-insensitive lexical policy over IMDb review text,"I thought ""Intensive Care"" was quite bad and very unintentionally funny. But at least not as bad as I thought it might be. Sometimes it's somewhat suspenseful, but never a good shocker.  SPOILER AHEAD  The fun lies in ridiculous moments. Bu",Excluded by structured conditions.
tt0108350,339,Night Terrors,1993,98,Horror,False,False,0,deterministic case-insensitive lexical policy over IMDb review text,Poor Robert Englund makes another flop and to the expense of Tobe Hooper who usually makes pretty good horror movies but he failed pretty bad at this one. Englund plays the well known Marque De Sade who in the 17th century was enprisoned fo,Excluded by structured conditions.
tt0116671,1029,Jack Frost,1997,89,"Comedy,Fantasy,Horror",False,True,0,deterministic case-insensitive lexical policy over IMDb review text,It's not just the plot alone that makes this movie an instant turn-off for bored audiences. It's the terrible direction with a horrible script and mistakes left and right that makes this too agonizing to watch. I'm sorry but I do not see th,Excluded by structured conditions.
tt0117445,357,Raven,1996,97,Action,False,False,0,deterministic case-insensitive lexical policy over IMDb review text,"A very tired looking Burt Reynolds plays a mercenary battling his former employers for some gizmo these non-heroes plan to sell to ""the Iranians."" Low-rent video nonsense by the producers of ""Silk Stalkings"" offers some decent action footag",Excluded by structured conditions.
tt0122906,2779,Among Giants,1998,93,"Comedy,Romance",False,True,0,deterministic case-insensitive lexical policy over IMDb review text,"Americans have the attention span of a fruit fly and if something does not happen within the span of a typical commercial, we tend to lose interest really fast.  I found out an exciting fact from this film: someone has to paint high tension",Excluded by structured conditions.
tt0130229,337,Rupert's Land,1998,93,Drama,False,False,0,deterministic case-insensitive lexical policy over IMDb review text,Anyone that has see Tammuz's Child Eaters knows that this is a director that can do better. Let's hope it was not a case of too many hands in the pot (Telefilm anyone?)and that is was a case of second feature jitters. The characters are one,Excluded by structured conditions.
tt0145679,329,Blood on Her Hands,1998,95,"Crime,Drama",False,False,0,deterministic case-insensitive lexical policy over IMDb review text,A thematic staple of cinema since its inception is that genre involving seductive women whose wiles and means entice susceptible men not only into their arms but also into dire circumstances that typically will only result in jeopardy for t,Excluded by structured conditions.
tt0174336,365,Whipped,2000,82,"Comedy,Romance",False,False,0,deterministic case-insensitive lexical policy over IMDb review text,"I see quite a few positive reviews on this board, trying to revive this film from its lackluster status and starting a cult following. I see the usual ranting--""I guess this movie is just not for the easily offended,"" ""This movie is not Sha",Excluded by structured conditions.
tt0267817,3033,Party 7,2000,104,Comedy,False,True,0,deterministic case-insensitive lexical policy over IMDb review text,"First, I should mention that I really enjoyed ISHII Katsuhito's previous film ""Samehada Otoko to Momojiri Onna"" (""Shark Skin Man and Peach Hip Girl""). Although it owed a debt to Tarentino's ""Pulp Fiction"", Ishii's cast was up to the task of",Excluded by structured conditions.
tt0287535,1013,The Lost Battalion,2001,92,"Action,Drama,War",False,True,0,deterministic case-insensitive lexical policy over IMDb review text,When this movie was first shown on television I had high hopes that we would finally have a decent movie about World War I as experienced by American soldiers. Unfortunately this is not it.  It should have been a good movie about WWI. Even ,Excluded by structured conditions.
tt0304584,2877,The President's Man: A Line in the Sand,2002,90,"Action,Drama,Thriller",False,True,0,deterministic case-insensitive lexical policy over IMDb review text,"I saw this movie the first time at about twelve o'clock on a Saturday evening. It really is the perfect time for this one. I have never, EVER seen a movie that was actually more predictable and drenched with stereotypes. If you want to see ",Excluded by structured conditions.
tt0305264,344,The Bagman,2002,80,Horror,False,False,0,deterministic case-insensitive lexical policy over IMDb review text,We bought this film from a shop called Poundland. We were looking for more inspiration as we have previously bought the film No Big Deal an remade it.  We expected this film to be badly inspirational so that we might remake it and put it on,Excluded by structured conditions.
tt0326820,374,DarkWolf,2003,94,Horror,False,False,0,deterministic case-insensitive lexical policy over IMDb review text,"Recap: Full moon. A creature, a huge werewolf, is on the hunt. Not for flesh, not for blood (not that it seem to mind to take a bite on the way though), but for a mate. He is on the hunt for a girl. Not any girl though. The Girl. The girl t",Excluded by structured conditions.
tt0336325,1324,Dracula II: Ascension,2003,85,Horror,False,True,0,deterministic case-insensitive lexical policy over IMDb review text,"***Possible Spoilers***  When I saw this today I had some expectation of how it would be like, not too high, but not low either. This was nothing like I expected at all though, it seems to me like the movie makers couldn't make up their min",Excluded by structured conditions.
tt0363565,1291,The Legend of Diablo,2003,85,Thriller,False,True,0,deterministic case-insensitive lexical policy over IMDb review text,"This may be one of the worst movies to ever make it to production, ever.  1. The most exciting part is the beginning, where the guy is walking... and walking... and walking (spoiler). There is about 15 minutes of just walking. How?   2. Not",Excluded by structured conditions.
tt0400837,3000,Snuff killer - La morte in diretta,2003,88,"Horror,Thriller",False,True,0,deterministic case-insensitive lexical policy over IMDb review text,A cheap exploitation film about a mothers search for her daughter who has been kidnapped by people who make snuff porno films. The trail leads the mother all over Europe as she searches for her child and we in the audience struggle to stay ,Excluded by structured conditions.
tt0402247,318,Hating Alison Ashley,2005,100,Comedy,False,False,0,deterministic case-insensitive lexical policy over IMDb review text,"I absolutely adore the book written by Robin Klein, so I was very excited when I heard that a movie based on the book was in the making.  But I was severely disappointed with the movie when I did see it because it didn't capture what I love",Excluded by structured conditions.
tt0415778,927,End Game,2006,93,"Action,Thriller",False,True,0,deterministic case-insensitive lexical policy over IMDb review text,SPOILERS AHEAD  This is one of the worst movies ever made - it's that simple. There is not one redeeming quality about this movie. The first 10 minutes are quite tricky - they actually lead you to believe that this film will be shocking and,Excluded by structured conditions.
tt0428081,2086,Haunted Boat,2005,97,"Drama,Horror,Mystery",False,True,0,deterministic case-insensitive lexical policy over IMDb review text,"I watched this movie last night and hoped for the best after watching all the cool trailers.Even the cover of the DVD looked good.As soon as I started watching it I was thinking like others ""oh my God whats this"".There were some moments tha",Excluded by structured conditions.
tt0432028,349,The Ring Thing,2004,80,"Adventure,Comedy",False,False,0,deterministic case-insensitive lexical policy over IMDb review text,"This movie is one of the worst movies I have ever seen. There is absolutely no storyline, the gags are only for retards and there is absolutely nothing else that would make this movie worth watching. In the whole movie Fredi (oh my god what",Excluded by structured conditions.
tt0443708,962,Page 3,2005,139,Drama,False,True,0,deterministic case-insensitive lexical policy over IMDb review text,"I've almost forever been against the inclusion of songs in a movie. My belief was that the quality of the film would automatically be improved if only those extremely annoying songs would be axed. However, things have quickly changed after ",Excluded by structured conditions.
tt0448075,1865,The Night Listener,2006,91,"Crime,Drama,Horror",False,True,0,deterministic case-insensitive lexical policy over IMDb review text,This movie is a mess. I'm surprised it even has a theatrical release. WIthout Robin Williams it would have gone straight to video. It is poorly written. It is poorly directed. It's worse offense is that it has taken an interesting topic and,Excluded by structured conditions.
tt0469999,359,Ulli Lommel's Zodiac Killer,2005,83,"Crime,Drama,Thriller",False,False,0,deterministic case-insensitive lexical policy over IMDb review text,"I have been learning about the Zodiac for four years now. And I'm not saying I know much more than anyone else...in fact out of most of the people who know and read and learn about Z, I am prolly the one with the least knowledge...But I do ",Excluded by structured conditions.
