left_id,right_id,sentiment_left,sentiment_right,joins
7,80,neg,neg,True
7,81,neg,pos,False
7,82,neg,neg,True
7,83,neg,neg,True
7,84,neg,pos,False
7,85,neg,neg,True
7,86,neg,neg,True
7,87,neg,neg,True
7,88,neg,neg,True
7,89,neg,neg,True
7,90,neg,pos,False
7,91,neg,neg,True
7,92,neg,neg,True
7,93,neg,pos,False
7,94,neg,neg,True
7,95,neg,neg,True
7,96,neg,pos,False
7,97,neg,neg,True
7,98,neg,neg,True
7,99,neg,pos,False
8,50,pos,pos,True
8,51,pos,neg,False
8,52,pos,pos,True
8,53,pos,pos,True
8,54,pos,pos,True
8,55,pos,neg,False
8,56,pos,pos,True
8,57,pos,neg,False
8,58,pos,neg,False
8,59,pos,neg,False
8,60,pos,pos,True
8,61,pos,pos,True
8,62,pos,pos,True
8,63,pos,pos,True
8,64,pos,pos,True
8,65,pos,pos,True
8,66,pos,pos,True
8,67,pos,neg,False
8,68,pos,neg,False
8,69,pos,pos,True
8,70,pos,neg,False
8,71,pos,pos,True
8,72,pos,neg,False
8,73,pos,pos,True
8,74,pos,pos,True
8,75,pos,neg,False
8,76,pos,neg,False
8,77,pos,neg,False
8,78,pos,pos,True
8,79,pos,pos,True
8,80,pos,neg,False
8,81,pos,pos,True
8,82,pos,neg,False
8,83,pos,neg,False
8,84,pos,pos,True
8,85,pos,neg,False
8,86,pos,neg,False
8,87,pos,neg,False
8,88,pos,neg,False
8,89,pos,neg,False
8,90,pos,pos,True
8,91,pos,neg,False
8,92,pos,neg,False
8,93,pos,pos,True
8,94,pos,neg,False
8,95,pos,neg,False
8,96,pos,pos,True
8,97,pos,neg,False
8,98,pos,neg,False
8,99,pos,pos,True
9,50,neg,pos,False
9,51,neg,neg,True
9,52,neg,pos,False
9,53,neg,pos,False
9,54,neg,pos,False
9,55,neg,neg,True
9,56,neg,pos,False
9,57,neg,neg,True
9,58,neg,neg,True
9,59,neg,neg,True
9,60,neg,pos,False
9,61,neg,pos,False
9,62,neg,pos,False
9,63,neg,pos,False
9,64,neg,pos,False
9,65,neg,pos,False
9,66,neg,pos,False
9,67,neg,neg,True
9,68,neg,neg,True
9,69,neg,pos,False
9,70,neg,neg,True
9,71,neg,pos,False
9,72,neg,neg,True
9,73,neg,pos,False
9,74,neg,pos,False
9,75,neg,neg,True
9,76,neg,neg,True
9,77,neg,neg,True
9,78,neg,pos,False
9,79,neg,pos,False
9,80,neg,neg,True
9,81,neg,pos,False
9,82,neg,neg,True
9,83,neg,neg,True
9,84,neg,pos,False
9,85,neg,neg,True
9,86,neg,neg,True
9,87,neg,neg,True
9,88,neg,neg,True
9,89,neg,neg,True
9,90,neg,pos,False
9,91,neg,neg,True
9,92,neg,neg,True
9,93,neg,pos,False
9,94,neg,neg,True
9,95,neg,neg,True
9,96,neg,pos,False
9,97,neg,neg,True
9,98,neg,neg,True
9,99,neg,pos,False
10,50,neg,pos,False
10,51,neg,neg,True
10,52,neg,pos,False
10,53,neg,pos,False
10,54,neg,pos,False
10,55,neg,neg,True
10,56,neg,pos,False
10,57,neg,neg,True
10,58,neg,neg,True
10,59,neg,neg,True
10,60,neg,pos,False
10,61,neg,pos,False
10,62,neg,pos,False
10,63,neg,pos,False
10,64,neg,pos,False
10,65,neg,pos,False
10,66,neg,pos,False
10,67,neg,neg,True
10,68,neg,neg,True
10,69,neg,pos,False
10,70,neg,neg,True
10,71,neg,pos,False
10,72,neg,neg,True
10,73,neg,pos,False
10,74,neg,pos,False
10,75,neg,neg,True
10,76,neg,neg,True
10,77,neg,neg,True
10,78,neg,pos,False
10,79,neg,pos,False
10,80,neg,neg,True
10,81,neg,pos,False
10,82,neg,neg,True
10,83,neg,neg,True
10,84,neg,pos,False
10,85,neg,neg,True
10,86,neg,neg,True
10,87,neg,neg,True
10,88,neg,neg,True
10,89,neg,neg,True
10,90,neg,pos,False
10,91,neg,neg,True
10,92,neg,neg,True
10,93,neg,pos,False
10,94,neg,neg,True
10,95,neg,neg,True
10,96,neg,pos,False
10,97,neg,neg,True
10,98,neg,neg,True
10,99,neg,pos,False
11,50,neg,pos,False
11,51,neg,neg,True
11,52,neg,pos,False
11,53,neg,pos,False
11,54,neg,pos,False
11,55,neg,neg,True
11,56,neg,pos,False
11,57,neg,neg,True
11,58,neg,neg,True
11,59,neg,neg,True
11,60,neg,pos,False
11,61,neg,pos,False
11,62,neg,pos,False
11,63,neg,pos,False
11,64,neg,pos,False
11,65,neg,pos,False
11,66,neg,pos,False
11,67,neg,neg,True
11,68,neg,neg,True
11,69,neg,pos,False
11,70,neg,neg,True
11,71,neg,pos,False
11,72,neg,neg,True
11,73,neg,pos,False
11,74,neg,pos,False
11,75,neg,neg,True
11,76,neg,neg,True
11,77,neg,neg,True
11,78,neg,pos,False
11,79,neg,pos,False
11,80,neg,neg,True
11,81,neg,pos,False
11,82,neg,neg,True
11,83,neg,neg,True
11,84,neg,pos,False
11,85,neg,neg,True
11,86,neg,neg,True
11,87,neg,neg,True
11,88,neg,neg,True
11,89,neg,neg,True
11,90,neg,pos,False
11,91,neg,neg,True
11,92,neg,neg,True
11,93,neg,pos,False
11,94,neg,neg,True
11,95,neg,neg,True
11,96,neg,pos,False
11,97,neg,neg,True
11,98,neg,neg,True
11,99,neg,pos,False
12,50,neg,pos,False
12,51,neg,neg,True
12,52,neg,pos,False
12,53,neg,pos,False
12,54,neg,pos,False
12,55,neg,neg,True
12,56,neg,pos,False
12,57,neg,neg,True
12,58,neg,neg,True
12,59,neg,neg,True
12,60,neg,pos,False
12,61,neg,pos,False
12,62,neg,pos,False
12,63,neg,pos,False
12,64,neg,pos,False
12,65,neg,pos,False
12,66,neg,pos,False
12,67,neg,neg,True
12,68,neg,neg,True
12,69,neg,pos,False
12,70,neg,neg,True
12,71,neg,pos,False
12,72,neg,neg,True
12,73,neg,pos,False
12,74,neg,pos,False
12,75,neg,neg,True
12,76,neg,neg,True
12,77,neg,neg,True
12,78,neg,pos,False
12,79,neg,pos,False
12,80,neg,neg,True
12,81,neg,pos,False
12,82,neg,neg,True
12,83,neg,neg,True
12,84,neg,pos,False
12,85,neg,neg,True
12,86,neg,neg,True
12,87,neg,neg,True
12,88,neg,neg,True
12,89,neg,neg,True
12,90,neg,pos,False
12,91,neg,neg,True
12,92,neg,neg,True
12,93,neg,pos,False
12,94,neg,neg,True
12,95,neg,neg,True
12,96,neg,pos,False
12,97,neg,neg,True
12,98,neg,neg,True
12,99,neg,pos,False
13,50,neg,pos,False
13,51,neg,neg,True
13,52,neg,pos,False
13,53,neg,pos,False
13,54,neg,pos,False
13,55,neg,neg,True
13,56,neg,pos,False
13,57,neg,neg,True
13,58,neg,neg,True
13,59,neg,neg,True
13,60,neg,pos,False
13,61,neg,pos,False
13,62,neg,pos,False
13,63,neg,pos,False
13,64,neg,pos,False
13,65,neg,pos,False
13,66,neg,pos,False
13,67,neg,neg,True
13,68,neg,neg,True
13,69,neg,pos,False
13,70,neg,neg,True
13,71,neg,pos,False
13,72,neg,neg,True
13,73,neg,pos,False
13,74,neg,pos,False
13,75,neg,neg,True
13,76,neg,neg,True
13,77,neg,neg,True
13,78,neg,pos,False
13,79,neg,pos,False
13,80,neg,neg,True
13,81,neg,pos,False
13,82,neg,neg,True
13,83,neg,neg,True
13,84,neg,pos,False
13,85,neg,neg,True
13,86,neg,neg,True
13,87,neg,neg,True
13,88,neg,neg,True
13,89,neg,neg,True
13,90,neg,pos,False
13,91,neg,neg,True
13,92,neg,neg,True
13,93,neg,pos,False
13,94,neg,neg,True
13,95,neg,neg,True
13,96,neg,pos,False
13,97,neg,neg,True
13,98,neg,neg,True
13,99,neg,pos,False
14,50,neg,pos,False
14,51,neg,neg,True
14,52,neg,pos,False
14,53,neg,pos,False
14,54,neg,pos,False
14,55,neg,neg,True
14,56,neg,pos,False
14,57,neg,neg,True
14,58,neg,neg,True
14,59,neg,neg,True
14,60,neg,pos,False
14,61,neg,pos,False
14,62,neg,pos,False
14,63,neg,pos,False
14,64,neg,pos,False
14,65,neg,pos,False
14,66,neg,pos,False
14,67,neg,neg,True
14,68,neg,neg,True
14,69,neg,pos,False
14,70,neg,neg,True
14,71,neg,pos,False
14,72,neg,neg,True
14,73,neg,pos,False
14,74,neg,pos,False
14,75,neg,neg,True
14,76,neg,neg,True
14,77,neg,neg,True
14,78,neg,pos,False
14,79,neg,pos,False
14,80,neg,neg,True
14,81,neg,pos,False
14,82,neg,neg,True
14,83,neg,neg,True
14,84,neg,pos,False
14,85,neg,neg,True
14,86,neg,neg,True
14,87,neg,neg,True
14,88,neg,neg,True
14,89,neg,neg,True
14,90,neg,pos,False
14,91,neg,neg,True
14,92,neg,neg,True
14,93,neg,pos,False
14,94,neg,neg,True
14,95,neg,neg,True
14,96,neg,pos,False
14,97,neg,neg,True
14,98,neg,neg,True
14,99,neg,pos,False
15,50,neg,pos,False
15,51,neg,neg,True
15,52,neg,pos,False
15,53,neg,pos,False
15,54,neg,pos,False
15,55,neg,neg,True
15,56,neg,pos,False
15,57,neg,neg,True
15,58,neg,neg,True
15,59,neg,neg,True
15,60,neg,pos,False
15,61,neg,pos,False
15,62,neg,pos,False
15,63,neg,pos,False
15,64,neg,pos,False
15,65,neg,pos,False
15,66,neg,pos,False
15,67,neg,neg,True
15,68,neg,neg,True
15,69,neg,pos,False
15,70,neg,neg,True
15,71,neg,pos,False
15,72,neg,neg,True
15,73,neg,pos,False
15,74,neg,pos,False
15,75,neg,neg,True
15,76,neg,neg,True
15,77,neg,neg,True
15,78,neg,pos,False
15,79,neg,pos,False
15,80,neg,neg,True
15,81,neg,pos,False
15,82,neg,neg,True
15,83,neg,neg,True
15,84,neg,pos,False
15,85,neg,neg,True
15,86,neg,neg,True
15,87,neg,neg,True
15,88,neg,neg,True
15,89,neg,neg,True
15,90,neg,pos,False
15,91,neg,neg,True
15,92,neg,neg,True
15,93,neg,pos,False
15,94,neg,neg,True
15,95,neg,neg,True
15,96,neg,pos,False
15,97,neg,neg,True
15,98,neg,neg,True
15,99,neg,pos,False
16,50,pos,pos,True
16,51,pos,neg,False
16,52,pos,pos,True
16,53,pos,pos,True
16,54,pos,pos,True
16,55,pos,neg,False
16,56,pos,pos,True
16,57,pos,neg,False
16,58,pos,neg,False
16,59,pos,neg,False
16,60,pos,pos,True
16,61,pos,pos,True
16,62,pos,pos,True
16,63,pos,pos,True
16,64,pos,pos,True
16,65,pos,pos,True
16,66,pos,pos,True
16,67,pos,neg,False
16,68,pos,neg,False
16,69,pos,pos,True
16,70,pos,neg,False
16,71,pos,pos,True
16,72,pos,neg,False
16,73,pos,pos,True
16,74,pos,pos,True
16,75,pos,neg,False
16,76,pos,neg,False
16,77,pos,neg,False
16,78,pos,pos,True
16,79,pos,pos,True
16,80,pos,neg,False
16,81,pos,pos,True
16,82,pos,neg,False
16,83,pos,neg,False
16,84,pos,pos,True
16,85,pos,neg,False
16,86,pos,neg,False
16,87,pos,neg,False
16,88,pos,neg,False
16,89,pos,neg,False
16,90,pos,pos,True
16,91,pos,neg,False
16,92,pos,neg,False
16,93,pos,pos,True
16,94,pos,neg,False
16,95,pos,neg,False
16,96,pos,pos,True
16,97,pos,neg,False
16,98,pos,neg,False
16,99,pos,pos,True
17,50,neg,pos,False
17,51,neg,neg,True
17,52,neg,pos,False
17,53,neg,pos,False
17,54,neg,pos,False
17,55,neg,neg,True
17,56,neg,pos,False
17,57,neg,neg,True
17,58,neg,neg,True
17,59,neg,neg,True
17,60,neg,pos,False
17,61,neg,pos,False
17,62,neg,pos,False
17,63,neg,pos,False
17,64,neg,pos,False
17,65,neg,pos,False
17,66,neg,pos,False
17,67,neg,neg,True
17,68,neg,neg,True
17,69,neg,pos,False
17,70,neg,neg,True
17,71,neg,pos,False
17,72,neg,neg,True
17,73,neg,pos,False
17,74,neg,pos,False
17,75,neg,neg,True
17,76,neg,neg,True
17,77,neg,neg,True
17,78,neg,pos,False
17,79,neg,pos,False
17,80,neg,neg,True
17,81,neg,pos,False
17,82,neg,neg,True
17,83,neg,neg,True
17,84,neg,pos,False
17,85,neg,neg,True
17,86,neg,neg,True
17,87,neg,neg,True
17,88,neg,neg,True
17,89,neg,neg,True
17,90,neg,pos,False
17,91,neg,neg,True
17,92,neg,neg,True
17,93,neg,pos,False
17,94,neg,neg,True
17,95,neg,neg,True
17,96,neg,pos,False
17,97,neg,neg,True
17,98,neg,neg,True
17,99,neg,pos,False
18,50,neg,pos,False
18,51,neg,neg,True
18,52,neg,pos,False
18,53,neg,pos,False
18,54,neg,pos,False
18,55,neg,neg,True
18,56,neg,pos,False
18,57,neg,neg,True
18,58,neg,neg,True
18,59,neg,neg,True
18,60,neg,pos,False
18,61,neg,pos,False
18,62,neg,pos,False
18,63,neg,pos,False
18,64,neg,pos,False
18,65,neg,pos,False
18,66,neg,pos,False
18,67,neg,neg,True
18,68,neg,neg,True
18,69,neg,pos,False
18,70,neg,neg,True
18,71,neg,pos,False
18,72,neg,neg,True
18,73,neg,pos,False
18,74,neg,pos,False
18,75,neg,neg,True
18,76,neg,neg,True
18,77,neg,neg,True
18,78,neg,pos,False
18,79,neg,pos,False
18,80,neg,neg,True
18,81,neg,pos,False
18,82,neg,neg,True
18,83,neg,neg,True
18,84,neg,pos,False
18,85,neg,neg,True
18,86,neg,neg,True
18,87,neg,neg,True
18,88,neg,neg,True
18,89,neg,neg,True
18,90,neg,pos,False
18,91,neg,neg,True
18,92,neg,neg,True
18,93,neg,pos,False
18,94,neg,neg,True
18,95,neg,neg,True
18,96,neg,pos,False
18,97,neg,neg,True
18,98,neg,neg,True
18,99,neg,pos,False
19,50,pos,pos,True
19,51,pos,neg,False
19,52,pos,pos,True
19,53,pos,pos,True
19,54,pos,pos,True
19,55,pos,neg,False
19,56,pos,pos,True
19,57,pos,neg,False
19,58,pos,neg,False
19,59,pos,neg,False
19,60,pos,pos,True
19,61,pos,pos,True
19,62,pos,pos,True
19,63,pos,pos,True
19,64,pos,pos,True
19,65,pos,pos,True
19,66,pos,pos,True
19,67,pos,neg,False
19,68,pos,neg,False
19,69,pos,pos,True
19,70,pos,neg,False
19,71,pos,pos,True
19,72,pos,neg,False
19,73,pos,pos,True
19,74,pos,pos,True
19,75,pos,neg,False
19,76,pos,neg,False
19,77,pos,neg,False
19,78,pos,pos,True
19,79,pos,pos,True
19,80,pos,neg,False
19,81,pos,pos,True
19,82,pos,neg,False
19,83,pos,neg,False
19,84,pos,pos,True
19,85,pos,neg,False
19,86,pos,neg,False
19,87,pos,neg,False
19,88,pos,neg,False
19,89,pos,neg,False
19,90,pos,pos,True
19,91,pos,neg,False
19,92,pos,neg,False
19,93,pos,pos,True
19,94,pos,neg,False
19,95,pos,neg,False
19,96,pos,pos,True
19,97,pos,neg,False
19,98,pos,neg,False
19,99,pos,pos,True
20,50,neg,pos,False
20,51,neg,neg,True
20,52,neg,pos,False
20,53,neg,pos,False
20,54,neg,pos,False
20,55,neg,neg,True
20,56,neg,pos,False
20,57,neg,neg,True
20,58,neg,neg,True
20,59,neg,neg,True
20,60,neg,pos,False
20,61,neg,pos,False
20,62,neg,pos,False
20,63,neg,pos,False
20,64,neg,pos,False
20,65,neg,pos,False
20,66,neg,pos,False
20,67,neg,neg,True
20,68,neg,neg,True
20,69,neg,pos,False
20,70,neg,neg,True
20,71,neg,pos,False
20,72,neg,neg,True
20,73,neg,pos,False
20,74,neg,pos,False
20,75,neg,neg,True
20,76,neg,neg,True
20,77,neg,neg,True
20,78,neg,pos,False
20,79,neg,pos,False
20,80,neg,neg,True
20,81,neg,pos,False
20,82,neg,neg,True
20,83,neg,neg,True
20,84,neg,pos,False
20,85,neg,neg,True
20,86,neg,neg,True
20,87,neg,neg,True
20,88,neg,neg,True
20,89,neg,neg,True
20,90,neg,pos,False
20,91,neg,neg,True
20,92,neg,neg,True
20,93,neg,pos,False
20,94,neg,neg,True
20,95,neg,neg,True
20,96,neg,pos,False
20,97,neg,neg,True
20,98,neg,neg,True
20,99,neg,pos,False
21,50,neg,pos,False
21,51,neg,neg,True
21,52,neg,pos,False
21,53,neg,pos,False
21,54,neg,pos,False
21,55,neg,neg,True
21,56,neg,pos,False
21,57,neg,neg,True
21,58,neg,neg,True
21,59,neg,neg,True
21,60,neg,pos,False
21,61,neg,pos,False
21,62,neg,pos,False
21,63,neg,pos,False
21,64,neg,pos,False
21,65,neg,pos,False
21,66,neg,pos,False
21,67,neg,neg,True
21,68,neg,neg,True
21,69,neg,pos,False
21,70,neg,neg,True
21,71,neg,pos,False
21,72,neg,neg,True
21,73,neg,pos,False
21,74,neg,pos,False
21,75,neg,neg,True
21,76,neg,neg,True
21,77,neg,neg,True
21,78,neg,pos,False
21,79,neg,pos,False
21,80,neg,neg,True
21,81,neg,pos,False
21,82,neg,neg,True
21,83,neg,neg,True
21,84,neg,pos,False
21,85,neg,neg,True
21,86,neg,neg,True
21,87,neg,neg,True
21,88,neg,neg,True
21,89,neg,neg,True
21,90,neg,pos,False
21,91,neg,neg,True
21,92,neg,neg,True
21,93,neg,pos,False
21,94,neg,neg,True
21,95,neg,neg,True
21,96,neg,pos,False
21,97,neg,neg,True
21,98,neg,neg,True
21,99,neg,pos,False
22,50,neg,pos,False
22,51,neg,neg,True
22,52,neg,pos,False
22,53,neg,pos,False
22,54,neg,pos,False
22,55,neg,neg,True
22,56,neg,pos,False
22,57,neg,neg,True
22,58,neg,neg,True
22,59,neg,neg,True
22,60,neg,pos,False
22,61,neg,pos,False
22,62,neg,pos,False
22,63,neg,pos,False
22,64,neg,pos,False
22,65,neg,pos,False
22,66,neg,pos,False
22,67,neg,neg,True
22,68,neg,neg,True
22,69,neg,pos,False
22,70,neg,neg,True
22,71,neg,pos,False
22,72,neg,neg,True
22,73,neg,pos,False
22,74,neg,pos,False
22,75,neg,neg,True
22,76,neg,neg,True
22,77,neg,neg,True
22,78,neg,pos,False
22,79,neg,pos,False
22,80,neg,neg,True
22,81,neg,pos,False
22,82,neg,neg,True
22,83,neg,neg,True
22,84,neg,pos,False
22,85,neg,neg,True
22,86,neg,neg,True
22,87,neg,neg,True
22,88,neg,neg,True
22,89,neg,neg,True
22,90,neg,pos,False
22,91,neg,neg,True
22,92,neg,neg,True
22,93,neg,pos,False
22,94,neg,neg,True
22,95,neg,neg,True
22,96,neg,pos,False
22,97,neg,neg,True
22,98,neg,neg,True
22,99,neg,pos,False
23,50,pos,pos,True
23,51,pos,neg,False
23,52,pos,pos,True
23,53,pos,pos,True
23,54,pos,pos,True
23,55,pos,neg,False
23,56,pos,pos,True
23,57,pos,neg,False
23,58,pos,neg,False
23,59,pos,neg,False
23,60,pos,pos,True
23,61,pos,pos,True
